record_id,date_time,building_type,city_zone,energy_consumption_kwh,temperature_celsius,occupancy_level,peak_hour,renewable_energy_used_percent,peak_load_risk
2103,2024-03-28 14:00:00,Residential,South,204.12,24.9,298,Yes,12.1,Medium
2104,2024-03-28 15:00:00,Commercial,West,30.36,28.2,174,No,45.4,High
2105,2024-03-28 16:00:00,Commercial,Central,250.78,16.5,73,No,61.2,Medium
2106,2024-03-28 17:00:00,Residential,West,66.04,19.7,84,No,60.6,High
2107,2024-03-28 18:00:00,Residential,East,203.48,8.4,59,No,42.1,Low
2108,2024-03-28 19:00:00,Residential,Central,178.6,7.1,21,Yes,50.0,Low
2109,2024-03-28 20:00:00,Industrial,North,387.56,15.1,458,Yes,60.6,Medium
2110,2024-03-28 21:00:00,Residential,West,402.57,8.0,406,Yes,67.3,Low
2111,2024-03-28 22:00:00,Residential,East,80.94,9.2,157,Yes,60.9,Medium
2112,2024-03-28 23:00:00,Commercial,Central,186.44,37.5,319,Yes,28.3,Low
2113,2024-03-29 00:00:00,Residential,West,189.81,6.6,329,Yes,79.7,High
2114,2024-03-29 01:00:00,Industrial,South,79.95,31.4,61,Yes,34.8,Low
2115,2024-03-29 02:00:00,Residential,West,400.23,15.9,64,Yes,2.0,Low
2116,2024-03-29 03:00:00,Industrial,North,355.08,39.9,325,No,29.0,Low
2117,2024-03-29 04:00:00,Residential,West,99.24,24.4,168,Yes,10.2,Medium
2118,2024-03-29 05:00:00,Residential,Central,186.53,17.2,203,No,9.7,Low
2119,2024-03-29 06:00:00,Residential,Central,57.37,25.7,129,No,22.5,Low
2120,2024-03-29 07:00:00,Residential,West,315.96,20.3,245,No,4.3,Medium
2121,2024-03-29 08:00:00,Industrial,Central,65.08,27.6,106,No,55.1,Low
2122,2024-03-29 09:00:00,Industrial,South,493.04,9.6,321,Yes,5.9,Low
2123,2024-03-29 10:00:00,Commercial,West,391.44,44.9,122,No,16.3,Medium
2124,2024-03-29 11:00:00,Industrial,South,198.17,22.0,318,No,7.4,Low
2125,2024-03-29 12:00:00,Residential,South,291.39,18.9,182,No,5.1,Low
2126,2024-03-29 13:00:00,Commercial,East,456.11,33.4,103,Yes,21.4,Low
2127,2024-03-29 14:00:00,Commercial,West,279.28,19.6,316,Yes,45.8,Low
2128,2024-03-29 15:00:00,Commercial,Central,91.38,38.3,302,Yes,77.2,Medium
2129,2024-03-29 16:00:00,Residential,South,192.46,23.2,261,No,70.0,Low
2130,2024-03-29 17:00:00,Industrial,East,422.36,33.8,113,No,70.1,High
2131,2024-03-29 18:00:00,Residential,West,323.89,9.3,406,Yes,14.1,High
2132,2024-03-29 19:00:00,Commercial,West,327.11,38.8,474,No,21.2,Low
2133,2024-03-29 20:00:00,Residential,North,434.08,34.4,437,No,6.1,High
2134,2024-03-29 21:00:00,Residential,North,447.52,13.5,70,No,62.3,Low
2135,2024-03-29 22:00:00,Industrial,South,460.3,10.8,160,No,5.6,Low
2136,2024-03-29 23:00:00,Industrial,North,51.95,17.7,240,No,44.5,Low
2137,2024-03-30 00:00:00,Commercial,South,274.34,44.0,11,Yes,19.8,Low
2138,2024-03-30 01:00:00,Residential,Central,371.55,15.3,138,No,19.5,Medium
2139,2024-03-30 02:00:00,Residential,South,379.68,23.2,495,Yes,79.3,Low
2140,2024-03-30 03:00:00,Industrial,North,305.32,6.2,167,No,60.5,High
2141,2024-03-30 04:00:00,Residential,Central,87.56,20.9,247,No,67.0,Medium
2142,2024-03-30 05:00:00,Residential,North,399.72,27.9,354,No,45.8,Low
2143,2024-03-30 06:00:00,Residential,South,361.46,43.1,31,No,69.7,Medium
2144,2024-03-30 07:00:00,Industrial,East,47.64,25.7,12,Yes,51.6,High
2145,2024-03-30 08:00:00,Commercial,West,234.59,37.8,243,Yes,75.7,Low
2146,2024-03-30 09:00:00,Commercial,North,91.12,26.9,108,No,22.5,Low
2147,2024-03-30 10:00:00,Residential,South,172.05,6.6,336,Yes,47.6,Medium
2148,2024-03-30 11:00:00,Commercial,Central,13.95,17.6,422,No,55.2,Medium
2149,2024-03-30 12:00:00,Industrial,North,203.16,28.0,323,Yes,31.4,Medium
2150,2024-03-30 13:00:00,Industrial,North,277.19,43.0,194,Yes,70.4,Low
2151,2024-03-30 14:00:00,Commercial,West,311.69,39.4,308,Yes,78.4,Medium
2152,2024-03-30 15:00:00,Commercial,South,333.43,14.1,133,No,39.5,Medium
2153,2024-03-30 16:00:00,Residential,East,418.96,13.8,395,No,31.3,Medium
2154,2024-03-30 17:00:00,Commercial,Central,111.65,13.0,281,Yes,37.8,Low
2155,2024-03-30 18:00:00,Residential,South,64.64,41.9,291,Yes,68.2,Medium
2156,2024-03-30 19:00:00,Residential,Central,426.51,39.1,163,No,51.6,Low
2157,2024-03-30 20:00:00,Industrial,North,82.52,36.0,278,Yes,3.6,Medium
2158,2024-03-30 21:00:00,Industrial,West,487.51,20.7,421,No,43.4,High
2159,2024-03-30 22:00:00,Industrial,West,422.06,25.2,470,No,1.4,Medium
2160,2024-03-30 23:00:00,Industrial,East,252.93,23.6,439,No,62.3,Low
2161,2024-03-31 00:00:00,Commercial,West,490.8,15.1,203,No,26.3,Low
2162,2024-03-31 01:00:00,Industrial,North,53.2,25.2,96,No,37.8,High
2163,2024-03-31 02:00:00,Commercial,East,155.02,6.2,483,No,63.9,Medium
2164,2024-03-31 03:00:00,Industrial,South,320.92,10.3,223,No,3.7,Medium
2165,2024-03-31 04:00:00,Commercial,West,178.25,40.5,237,No,12.7,Low
2166,2024-03-31 05:00:00,Residential,East,464.54,35.1,117,Yes,31.8,Medium
2167,2024-03-31 06:00:00,Commercial,North,37.48,21.9,456,No,18.4,Medium
2168,2024-03-31 07:00:00,Commercial,Central,276.96,25.7,192,Yes,27.0,High
2169,2024-03-31 08:00:00,Industrial,Central,297.48,19.8,276,No,79.9,Medium
2170,2024-03-31 09:00:00,Commercial,North,328.1,34.6,106,No,66.0,Medium
2171,2024-03-31 10:00:00,Residential,North,131.55,36.4,482,Yes,70.7,Medium
2172,2024-03-31 11:00:00,Residential,Central,185.46,35.5,4,Yes,75.0,Low
2173,2024-03-31 12:00:00,Industrial,East,422.62,33.9,18,No,27.3,High
2174,2024-03-31 13:00:00,Residential,Central,101.5,13.2,307,No,23.8,Medium
2175,2024-03-31 14:00:00,Commercial,North,414.3,18.5,452,No,18.7,High
2176,2024-03-31 15:00:00,Residential,West,283.51,23.8,20,No,66.4,Medium
2177,2024-03-31 16:00:00,Industrial,South,382.28,18.2,122,Yes,54.4,Low
2178,2024-03-31 17:00:00,Commercial,West,358.24,35.2,137,No,18.9,Medium
2179,2024-03-31 18:00:00,Industrial,West,107.72,18.2,80,No,30.2,Low
2180,2024-03-31 19:00:00,Commercial,North,286.56,10.5,154,No,40.5,Low
2181,2024-03-31 20:00:00,Residential,Central,434.52,21.0,358,Yes,42.3,Low
2182,2024-03-31 21:00:00,Industrial,East,218.9,44.2,25,No,71.1,Medium
2183,2024-03-31 22:00:00,Industrial,West,483.46,14.0,452,Yes,30.4,Medium
2184,2024-03-31 23:00:00,Commercial,Central,228.85,29.5,169,Yes,72.7,Low
2185,2024-04-01 00:00:00,Industrial,East,75.68,22.3,59,No,35.3,Medium
2186,2024-04-01 01:00:00,Commercial,West,197.77,7.8,301,Yes,59.7,Low
2187,2024-04-01 02:00:00,Commercial,East,476.09,24.5,41,Yes,74.4,High
2188,2024-04-01 03:00:00,Commercial,Central,163.26,33.1,38,No,72.6,Medium
2189,2024-04-01 04:00:00,Commercial,South,434.71,25.5,117,No,4.6,Medium
2190,2024-04-01 05:00:00,Residential,Central,441.22,39.9,275,No,16.5,Low
2191,2024-04-01 06:00:00,Commercial,North,178.34,16.6,270,No,38.2,Medium
2192,2024-04-01 07:00:00,Industrial,East,46.21,8.4,127,No,34.5,Medium
2193,2024-04-01 08:00:00,Residential,South,363.66,42.5,405,Yes,51.3,High
2194,2024-04-01 09:00:00,Industrial,East,159.2,20.1,399,Yes,75.6,Low
2195,2024-04-01 10:00:00,Residential,East,392.55,28.1,3,Yes,9.0,Low
2196,2024-04-01 11:00:00,Commercial,West,224.11,36.7,293,No,36.1,Medium
2197,2024-04-01 12:00:00,Residential,North,245.21,18.0,373,Yes,15.4,Low
2198,2024-04-01 13:00:00,Residential,East,390.07,33.6,498,Yes,71.5,Low
2199,2024-04-01 14:00:00,Industrial,Central,194.27,10.4,430,No,77.2,High
2200,2024-04-01 15:00:00,Industrial,Central,224.35,16.7,16,No,38.3,Low
2201,2024-04-01 16:00:00,Commercial,West,191.21,10.8,398,No,8.3,High
2202,2024-04-01 17:00:00,Residential,North,186.83,37.4,265,No,62.8,Low
2203,2024-04-01 18:00:00,Residential,North,265.34,13.9,239,Yes,55.8,Medium
2204,2024-04-01 19:00:00,Residential,Central,405.36,33.7,263,No,28.4,Medium
2205,2024-04-01 20:00:00,Commercial,South,184.08,42.7,398,No,71.0,Medium
2206,2024-04-01 21:00:00,Commercial,West,264.51,26.1,134,No,78.1,High
2207,2024-04-01 22:00:00,Commercial,West,337.01,26.6,213,Yes,44.6,Low
2208,2024-04-01 23:00:00,Commercial,Central,138.37,23.4,15,No,45.3,High
2209,2024-04-02 00:00:00,Commercial,Central,142.37,18.0,436,No,23.8,Medium
2210,2024-04-02 01:00:00,Industrial,South,467.04,24.0,328,Yes,46.8,Low
2211,2024-04-02 02:00:00,Residential,South,363.15,29.1,418,No,35.2,High
2212,2024-04-02 03:00:00,Residential,North,290.71,44.4,360,Yes,24.2,Low
2213,2024-04-02 04:00:00,Residential,West,325.62,42.5,129,No,5.4,High
2214,2024-04-02 05:00:00,Residential,West,19.5,39.5,352,No,20.2,Low
2215,2024-04-02 06:00:00,Residential,Central,310.96,40.6,122,Yes,15.8,High
2216,2024-04-02 07:00:00,Residential,North,257.21,23.7,241,Yes,43.4,Medium
2217,2024-04-02 08:00:00,Residential,West,275.15,31.3,115,Yes,48.1,Low
2218,2024-04-02 09:00:00,Residential,North,182.91,40.8,197,Yes,48.7,Medium
2219,2024-04-02 10:00:00,Industrial,North,45.33,20.7,222,Yes,31.1,Low
2220,2024-04-02 11:00:00,Residential,Central,100.7,43.5,214,Yes,33.7,Low
2221,2024-04-02 12:00:00,Industrial,North,475.62,21.6,404,No,66.7,Low
2222,2024-04-02 13:00:00,Commercial,South,207.31,29.0,80,Yes,38.1,Low
2223,2024-04-02 14:00:00,Residential,South,236.01,33.4,263,No,79.0,Low
2224,2024-04-02 15:00:00,Commercial,East,31.09,43.0,135,No,35.2,Medium
2225,2024-04-02 16:00:00,Commercial,Central,23.6,14.8,306,No,52.0,Medium
2226,2024-04-02 17:00:00,Commercial,East,360.0,34.8,242,No,4.0,Medium
2227,2024-04-02 18:00:00,Industrial,South,271.36,25.8,386,Yes,52.3,Low
2228,2024-04-02 19:00:00,Commercial,East,256.81,15.7,303,Yes,68.1,Medium
2229,2024-04-02 20:00:00,Commercial,Central,125.35,36.1,270,No,75.4,Medium
2230,2024-04-02 21:00:00,Commercial,Central,373.65,27.1,287,No,79.8,Low
2231,2024-04-02 22:00:00,Residential,North,88.28,31.4,50,No,22.6,High
2232,2024-04-02 23:00:00,Residential,West,99.02,17.9,189,No,46.0,Medium
2233,2024-04-03 00:00:00,Industrial,North,233.05,24.3,297,No,36.1,Medium
2234,2024-04-03 01:00:00,Industrial,Central,146.71,29.7,14,No,45.1,Low
2235,2024-04-03 02:00:00,Residential,South,127.49,21.2,389,No,12.6,Low
2236,2024-04-03 03:00:00,Industrial,South,324.39,12.9,459,Yes,68.5,High
2237,2024-04-03 04:00:00,Residential,North,327.23,43.5,232,Yes,72.8,High
2238,2024-04-03 05:00:00,Commercial,Central,413.14,25.5,261,No,36.0,Low
2239,2024-04-03 06:00:00,Commercial,South,211.77,34.4,192,No,22.4,Low
2240,2024-04-03 07:00:00,Industrial,Central,41.18,21.4,413,No,11.3,Medium
2241,2024-04-03 08:00:00,Residential,South,140.46,19.2,203,Yes,54.7,Medium
2242,2024-04-03 09:00:00,Residential,Central,490.1,21.3,261,No,25.0,High
2243,2024-04-03 10:00:00,Industrial,East,300.15,21.4,113,Yes,72.8,Low
2244,2024-04-03 11:00:00,Residential,Central,356.32,26.8,374,No,53.7,Low
2245,2024-04-03 12:00:00,Commercial,Central,8.64,26.7,352,Yes,51.7,Low
2246,2024-04-03 13:00:00,Industrial,North,261.51,24.9,36,Yes,44.8,Low
2247,2024-04-03 14:00:00,Industrial,East,23.58,10.4,79,Yes,3.7,Low
2248,2024-04-03 15:00:00,Residential,West,286.77,24.8,275,Yes,74.6,High
2249,2024-04-03 16:00:00,Industrial,North,460.78,11.8,448,No,50.2,Medium
2250,2024-04-03 17:00:00,Residential,West,484.37,10.0,278,Yes,79.5,High
2251,2024-04-03 18:00:00,Residential,South,272.57,42.3,162,Yes,43.0,Low
2252,2024-04-03 19:00:00,Residential,West,231.81,29.2,312,No,56.8,Low
2253,2024-04-03 20:00:00,Residential,Central,472.78,31.4,17,No,4.5,Low
2254,2024-04-03 21:00:00,Residential,West,338.44,21.1,204,Yes,50.5,Low
2255,2024-04-03 22:00:00,Industrial,North,37.13,41.4,473,Yes,61.2,High
2256,2024-04-03 23:00:00,Commercial,North,235.53,30.5,440,No,62.3,Low
2257,2024-04-04 00:00:00,Commercial,West,123.92,35.8,17,No,61.6,Low
2258,2024-04-04 01:00:00,Industrial,North,237.55,19.7,202,Yes,18.1,Low
2259,2024-04-04 02:00:00,Industrial,North,230.46,43.4,476,No,78.0,Low
2260,2024-04-04 03:00:00,Commercial,West,293.16,37.8,210,Yes,79.6,Medium
2261,2024-04-04 04:00:00,Commercial,East,181.6,39.2,499,Yes,6.0,Low
2262,2024-04-04 05:00:00,Commercial,East,86.31,11.9,402,No,74.9,Medium
2263,2024-04-04 06:00:00,Commercial,South,254.34,15.8,429,No,23.2,Medium
2264,2024-04-04 07:00:00,Commercial,North,415.95,16.4,480,Yes,55.1,Low
2265,2024-04-04 08:00:00,Residential,West,333.69,15.8,78,No,27.0,Low
2266,2024-04-04 09:00:00,Industrial,North,172.49,39.2,56,Yes,77.4,Medium
2267,2024-04-04 10:00:00,Residential,Central,468.08,6.3,80,Yes,8.1,Medium
2268,2024-04-04 11:00:00,Commercial,North,456.54,8.0,306,Yes,39.8,Low
2269,2024-04-04 12:00:00,Commercial,North,108.63,16.0,58,Yes,34.2,Low
2270,2024-04-04 13:00:00,Commercial,East,24.51,13.0,18,No,26.1,Low
2271,2024-04-04 14:00:00,Residential,West,371.95,14.3,208,No,51.6,Low
2272,2024-04-04 15:00:00,Residential,North,414.67,36.9,465,Yes,10.5,Low
2273,2024-04-04 16:00:00,Commercial,East,484.09,27.5,135,No,57.3,Low
2274,2024-04-04 17:00:00,Residential,South,445.47,5.2,332,No,78.4,Low
2275,2024-04-04 18:00:00,Residential,East,302.26,22.2,482,No,64.4,Low
2276,2024-04-04 19:00:00,Commercial,East,267.38,21.3,10,No,68.8,Low
2277,2024-04-04 20:00:00,Residential,East,18.78,9.6,69,Yes,28.8,High
2278,2024-04-04 21:00:00,Industrial,North,127.09,32.0,341,No,26.0,Medium
2279,2024-04-04 22:00:00,Industrial,North,232.51,33.1,387,No,41.4,High
2280,2024-04-04 23:00:00,Industrial,South,316.11,33.8,83,No,3.7,Low
2281,2024-04-05 00:00:00,Industrial,Central,280.84,34.1,109,No,75.6,Medium
2282,2024-04-05 01:00:00,Commercial,Central,372.6,5.0,44,Yes,11.5,Low
2283,2024-04-05 02:00:00,Commercial,Central,143.48,43.2,483,No,72.2,Medium
2284,2024-04-05 03:00:00,Commercial,South,284.65,37.6,454,Yes,6.7,Low
2285,2024-04-05 04:00:00,Industrial,Central,48.63,41.2,398,Yes,65.8,Low
2286,2024-04-05 05:00:00,Industrial,Central,209.76,5.6,132,Yes,12.2,High
2287,2024-04-05 06:00:00,Residential,East,376.33,42.4,493,No,3.1,Medium
2288,2024-04-05 07:00:00,Residential,North,348.23,37.4,499,Yes,57.6,High
2289,2024-04-05 08:00:00,Industrial,North,495.37,38.5,18,No,22.4,Low
2290,2024-04-05 09:00:00,Industrial,East,142.56,8.7,93,Yes,57.2,Low
2291,2024-04-05 10:00:00,Industrial,East,251.6,34.6,483,No,44.4,Low
2292,2024-04-05 11:00:00,Industrial,East,168.12,43.4,436,Yes,8.7,Medium
2293,2024-04-05 12:00:00,Residential,North,223.1,32.1,294,No,74.6,Medium
2294,2024-04-05 13:00:00,Industrial,Central,429.19,27.8,464,No,36.2,High
2295,2024-04-05 14:00:00,Residential,East,343.68,42.8,148,No,58.8,Low
2296,2024-04-05 15:00:00,Industrial,South,441.81,22.7,472,Yes,40.1,Medium
2297,2024-04-05 16:00:00,Industrial,East,105.74,29.0,483,No,48.3,Low
2298,2024-04-05 17:00:00,Industrial,West,437.31,24.1,172,No,24.2,Low
2299,2024-04-05 18:00:00,Residential,East,34.58,42.3,51,No,16.0,Medium
2300,2024-04-05 19:00:00,Residential,North,444.86,8.0,19,Yes,43.4,Medium
2301,2024-04-05 20:00:00,Commercial,East,167.89,25.0,120,No,35.2,Low
2302,2024-04-05 21:00:00,Industrial,West,160.72,32.5,324,Yes,31.2,Low
2303,2024-04-05 22:00:00,Commercial,South,258.48,36.7,225,No,53.8,Low
2304,2024-04-05 23:00:00,Commercial,Central,470.64,28.3,66,No,55.2,Low
2305,2024-04-06 00:00:00,Residential,East,28.65,41.4,141,Yes,3.7,Low
2306,2024-04-06 01:00:00,Residential,West,179.35,42.7,446,No,27.1,Low
2307,2024-04-06 02:00:00,Commercial,West,429.0,7.6,189,No,32.9,Low
2308,2024-04-06 03:00:00,Industrial,South,201.05,21.1,493,No,7.8,High
2309,2024-04-06 04:00:00,Residential,North,103.58,5.9,158,Yes,18.9,High
2310,2024-04-06 05:00:00,Industrial,East,215.27,18.2,98,No,4.1,Medium
2311,2024-04-06 06:00:00,Industrial,West,195.85,26.5,158,No,79.7,High
2312,2024-04-06 07:00:00,Commercial,South,458.13,41.4,435,Yes,58.9,Medium
2313,2024-04-06 08:00:00,Commercial,Central,382.16,38.9,246,Yes,7.0,Low
2314,2024-04-06 09:00:00,Commercial,West,255.03,10.1,344,No,1.6,Low
2315,2024-04-06 10:00:00,Commercial,South,494.24,8.7,432,Yes,57.5,High
2316,2024-04-06 11:00:00,Residential,North,235.31,28.6,236,No,35.1,Medium
2317,2024-04-06 12:00:00,Residential,North,33.83,26.3,33,Yes,62.9,High
2318,2024-04-06 13:00:00,Commercial,West,134.83,15.7,361,Yes,73.9,High
2319,2024-04-06 14:00:00,Residential,West,220.85,41.0,241,No,47.9,Low
2320,2024-04-06 15:00:00,Commercial,East,82.67,42.1,330,No,15.0,Low
2321,2024-04-06 16:00:00,Industrial,South,474.04,21.1,338,No,62.6,Low
2322,2024-04-06 17:00:00,Industrial,West,384.59,40.6,275,No,76.5,Low
2323,2024-04-06 18:00:00,Industrial,East,137.8,20.4,71,No,46.4,Low
2324,2024-04-06 19:00:00,Commercial,East,297.45,34.5,313,Yes,54.6,Low
2325,2024-04-06 20:00:00,Industrial,West,362.12,24.0,403,No,27.0,Low
2326,2024-04-06 21:00:00,Residential,North,470.93,9.9,216,Yes,30.5,Low
2327,2024-04-06 22:00:00,Industrial,South,441.41,42.1,79,No,58.8,Low
2328,2024-04-06 23:00:00,Industrial,South,260.02,23.2,169,Yes,74.2,Low
2329,2024-04-07 00:00:00,Industrial,North,388.45,34.4,298,Yes,50.3,Medium
2330,2024-04-07 01:00:00,Residential,West,283.26,19.7,471,No,63.2,Low
2331,2024-04-07 02:00:00,Commercial,South,278.59,5.8,180,Yes,13.7,Medium
2332,2024-04-07 03:00:00,Residential,West,61.8,9.0,116,Yes,17.0,High
2333,2024-04-07 04:00:00,Commercial,West,67.44,24.8,260,No,42.6,Low
2334,2024-04-07 05:00:00,Commercial,East,267.12,32.6,486,No,14.1,Low
2335,2024-04-07 06:00:00,Industrial,North,138.09,18.4,260,No,50.8,High
2336,2024-04-07 07:00:00,Commercial,West,15.41,32.8,5,No,23.3,Medium
2337,2024-04-07 08:00:00,Residential,Central,362.81,32.9,297,Yes,63.3,Medium
2338,2024-04-07 09:00:00,Residential,North,21.08,33.2,108,No,64.6,Low
2339,2024-04-07 10:00:00,Commercial,South,299.66,24.7,343,Yes,37.1,High
2340,2024-04-07 11:00:00,Industrial,East,271.9,41.6,360,No,14.5,High
2341,2024-04-07 12:00:00,Industrial,South,484.56,24.6,117,No,51.7,Medium
2342,2024-04-07 13:00:00,Residential,South,244.69,23.0,357,No,79.4,Low
2343,2024-04-07 14:00:00,Industrial,North,36.48,13.0,445,No,49.8,High
2344,2024-04-07 15:00:00,Commercial,South,278.09,17.3,331,Yes,2.9,Medium
2345,2024-04-07 16:00:00,Commercial,West,421.34,6.7,439,No,1.4,Medium
2346,2024-04-07 17:00:00,Residential,South,498.44,30.3,331,No,25.6,Low
2347,2024-04-07 18:00:00,Commercial,East,218.02,14.9,13,Yes,15.7,Medium
2348,2024-04-07 19:00:00,Residential,East,163.55,17.2,142,Yes,65.0,Low
2349,2024-04-07 20:00:00,Commercial,Central,453.79,35.8,188,No,67.6,Low
2350,2024-04-07 21:00:00,Residential,East,99.66,18.1,456,No,20.7,Medium
2351,2024-04-07 22:00:00,Industrial,South,309.64,14.7,281,Yes,26.1,Low
2352,2024-04-07 23:00:00,Commercial,East,205.83,11.8,466,No,18.9,Medium
2353,2024-04-08 00:00:00,Commercial,North,25.34,36.0,115,Yes,72.7,Medium
2354,2024-04-08 01:00:00,Residential,East,176.91,10.2,428,Yes,40.2,Low
2355,2024-04-08 02:00:00,Residential,West,136.29,23.2,236,No,52.5,Medium
2356,2024-04-08 03:00:00,Commercial,North,344.62,25.3,338,Yes,33.2,High
2357,2024-04-08 04:00:00,Residential,Central,474.65,32.5,10,No,50.5,Low
2358,2024-04-08 05:00:00,Commercial,West,137.68,30.3,199,Yes,30.9,Medium
2359,2024-04-08 06:00:00,Industrial,South,406.68,37.4,252,Yes,27.2,Low
2360,2024-04-08 07:00:00,Residential,South,32.4,6.8,50,Yes,50.8,Medium
2361,2024-04-08 08:00:00,Commercial,South,271.37,16.9,428,No,47.3,Low
2362,2024-04-08 09:00:00,Industrial,West,39.92,16.2,142,No,23.5,Low
2363,2024-04-08 10:00:00,Industrial,West,467.35,10.8,271,No,11.9,Low
2364,2024-04-08 11:00:00,Commercial,West,384.34,16.6,16,Yes,29.5,High
2365,2024-04-08 12:00:00,Residential,North,330.69,17.4,2,No,33.2,Medium
2366,2024-04-08 13:00:00,Commercial,North,412.83,25.9,158,No,50.3,Medium
2367,2024-04-08 14:00:00,Industrial,South,325.52,31.5,30,No,73.2,Low
2368,2024-04-08 15:00:00,Commercial,East,484.63,20.2,82,No,2.9,Medium
2369,2024-04-08 16:00:00,Residential,South,358.41,33.8,31,No,19.5,Low
2370,2024-04-08 17:00:00,Industrial,Central,462.71,18.4,236,Yes,15.5,Low
2371,2024-04-08 18:00:00,Commercial,North,260.98,16.6,496,No,40.2,Medium
2372,2024-04-08 19:00:00,Residential,West,62.95,26.6,333,No,34.4,Low
2373,2024-04-08 20:00:00,Industrial,North,266.45,5.9,148,No,58.3,Low
2374,2024-04-08 21:00:00,Residential,West,67.8,8.2,177,Yes,19.4,Medium
2375,2024-04-08 22:00:00,Industrial,Central,298.28,21.7,370,Yes,47.6,High
2376,2024-04-08 23:00:00,Commercial,Central,243.83,42.7,35,No,70.7,Low
2377,2024-04-09 00:00:00,Residential,North,313.17,33.9,23,Yes,72.9,Low
2378,2024-04-09 01:00:00,Industrial,West,9.97,8.5,106,Yes,76.7,Low
2379,2024-04-09 02:00:00,Residential,Central,101.45,38.9,97,No,61.9,High
2380,2024-04-09 03:00:00,Residential,South,248.21,34.3,230,No,72.5,High
2381,2024-04-09 04:00:00,Commercial,South,475.5,29.4,227,No,18.8,Medium
2382,2024-04-09 05:00:00,Residential,West,194.89,37.8,371,No,15.8,High
2383,2024-04-09 06:00:00,Industrial,North,215.06,21.2,100,Yes,0.5,Low
2384,2024-04-09 07:00:00,Industrial,Central,358.77,13.9,445,No,56.5,High
2385,2024-04-09 08:00:00,Industrial,North,303.88,25.5,468,Yes,75.0,Low
2386,2024-04-09 09:00:00,Industrial,South,152.97,27.0,55,No,15.0,Low
2387,2024-04-09 10:00:00,Commercial,Central,208.35,26.5,195,No,51.0,Medium
2388,2024-04-09 11:00:00,Residential,North,112.76,27.6,8,Yes,59.7,Low
2389,2024-04-09 12:00:00,Commercial,East,483.18,42.9,424,Yes,74.2,Medium
2390,2024-04-09 13:00:00,Residential,West,69.66,41.1,315,No,51.7,Low
2391,2024-04-09 14:00:00,Residential,West,189.06,40.0,128,Yes,77.6,Medium
2392,2024-04-09 15:00:00,Residential,East,17.79,37.1,32,Yes,27.6,Low
2393,2024-04-09 16:00:00,Commercial,South,114.78,42.7,93,No,28.0,Low
2394,2024-04-09 17:00:00,Residential,Central,391.33,8.9,7,No,43.4,High
2395,2024-04-09 18:00:00,Commercial,West,104.58,15.6,258,Yes,30.7,High
2396,2024-04-09 19:00:00,Industrial,East,44.63,24.8,341,No,0.1,High
2397,2024-04-09 20:00:00,Industrial,East,239.85,38.9,390,No,58.5,Medium
2398,2024-04-09 21:00:00,Residential,South,9.93,25.2,220,Yes,60.1,Medium
2399,2024-04-09 22:00:00,Commercial,South,46.96,34.9,240,No,59.8,Medium
2400,2024-04-09 23:00:00,Industrial,North,404.77,10.6,106,Yes,27.6,Low
2401,2024-04-10 00:00:00,Commercial,West,386.88,15.1,36,No,41.8,Low
2402,2024-04-10 01:00:00,Commercial,North,457.99,34.3,416,No,28.8,Low
2403,2024-04-10 02:00:00,Residential,East,427.99,11.6,45,No,1.3,High
2404,2024-04-10 03:00:00,Industrial,Central,343.17,19.1,298,No,45.0,Low
2405,2024-04-10 04:00:00,Residential,Central,30.9,15.6,309,Yes,9.9,High
2406,2024-04-10 05:00:00,Residential,South,392.51,19.0,366,Yes,6.4,Medium
2407,2024-04-10 06:00:00,Industrial,Central,423.53,33.3,9,No,60.4,Medium
2408,2024-04-10 07:00:00,Industrial,Central,400.55,19.7,459,No,0.8,Low
2409,2024-04-10 08:00:00,Commercial,Central,256.7,27.2,87,Yes,76.7,Low
2410,2024-04-10 09:00:00,Industrial,East,120.29,9.0,370,No,41.2,High
2411,2024-04-10 10:00:00,Commercial,Central,423.44,37.2,331,Yes,78.6,Low
2412,2024-04-10 11:00:00,Commercial,Central,364.95,19.8,177,Yes,4.6,Low
2413,2024-04-10 12:00:00,Commercial,Central,490.48,30.9,130,No,46.7,Low
2414,2024-04-10 13:00:00,Industrial,North,82.07,34.0,195,Yes,27.9,Low
2415,2024-04-10 14:00:00,Residential,East,116.7,13.4,11,No,67.5,Low
2416,2024-04-10 15:00:00,Commercial,South,109.84,40.4,306,Yes,28.9,Medium
2417,2024-04-10 16:00:00,Residential,North,397.31,29.6,419,Yes,20.8,Medium
2418,2024-04-10 17:00:00,Residential,West,97.52,22.1,122,No,68.6,Medium
2419,2024-04-10 18:00:00,Industrial,East,38.0,12.3,399,No,30.0,Low
2420,2024-04-10 19:00:00,Residential,East,499.29,42.7,235,No,1.3,High
2421,2024-04-10 20:00:00,Residential,West,17.28,35.2,331,No,31.2,Medium
2422,2024-04-10 21:00:00,Industrial,West,418.45,13.3,31,Yes,52.4,Low
2423,2024-04-10 22:00:00,Commercial,West,185.86,18.5,348,No,20.3,Low
2424,2024-04-10 23:00:00,Residential,South,421.6,37.4,446,No,34.6,Low
2425,2024-04-11 00:00:00,Industrial,Central,279.54,32.8,412,No,4.5,Medium
2426,2024-04-11 01:00:00,Residential,East,451.31,35.6,224,Yes,47.0,Medium
2427,2024-04-11 02:00:00,Residential,Central,463.47,22.6,153,Yes,60.5,High
